40.7633754,-73.9964587
40.8172919,-73.8214296
40.637108,-73.8933748
40.6355621,-73.8957589
40.760927,-73.9945276
40.636861,-73.9384817
40.6173816,-73.9657379
40.6676813,-73.9618082
40.6920131,-73.9814867
40.675199,-74.0154263
40.6830392,-73.9647775
40.7700435,-73.9305641
40.718967,-73.9610284
40.6580713,-73.960426
40.6374058,-73.9824675
40.6879453,-73.9814013
40.7441866,-73.9918693
40.7559505,-73.8816487
40.6719244,-73.9045161
40.6585778,-73.8906229
40.6802965,-73.8446402
40.7178702,-73.9971068
40.7621793,-73.9661291
40.7558686,-73.9982097
40.8035936,-73.9197796
40.6311847,-73.9563637
40.7366018,-73.9818424
40.6076902,-74.0894424
40.7254507,-73.8377671
40.6767096,-74.0047625
40.7034369,-73.9603414
40.6634424,-73.979696
40.6409749,-74.0110296
40.7797618,-73.944358
40.6794814,-73.7574034
40.590398,-73.9518933
40.7358123,-73.91321
40.6818344,-73.9758325
40.8075056,-73.9170151
40.6129884,-74.1240768
40.6084351,-74.1554375
40.6057986,-73.9577236
40.6376372,-74.1612596
40.8141049,-73.9408539
40.7788619,-73.9581662
40.7388307,-73.9831481
40.7454622,-73.8758281
40.6926823,-73.93997
40.6910771,-73.8873224
40.6007354,-73.9821674
40.6420041,-73.8988296
40.8630069,-73.8941768
40.6582291,-74.0003424
40.5581988,-74.1140315
